Czas_s,Pozycja_X_m,Pozycja_Y_m,Kat_Alpha_rad,Kat_Beta_rad,Sterowanie_Ux,Sterowanie_Uy
0,0.12,0.12,0.0349065850398866,-0.0349065850398866,0,0
0.01,0.1205,0.1195,0.0349065850398866,-0.0349065850398866,0,0
0.02,0.121024459542803,0.118975540457197,0.0349065850398866,-0.0349065850398866,0,0
0.03,0.121573378628409,0.118426621371591,0.0349065850398866,-0.0349065850398866,-0.20943951023932,-0.20943951023932
0.04,0.122146757256818,0.117853242743182,0.0349065850398866,-0.0349065850398866,-0.20943951023932,-0.20943951023932
0.05,0.122744595428029,0.117255404571971,0.0348856410888627,-0.0349275289909105,-0.20943951023932,-0.20943951023932
0.06,0.123366893142044,0.116633106857956,0.0348437531868148,-0.0349694168929584,-0.20943951023932,-0.20943951023932
0.07,0.124013635723136,0.115986334925412,0.034780921333743,-0.0350322487460302,-0.20943951023932,-0.20943951023932
0.08,0.124684793819854,0.115315059422889,0.0346971455296473,-0.0351160245501259,-0.20943951023932,-0.20943951023932
0.09,0.125380323405021,0.114619236323209,0.0345924257745276,-0.0352207443052456,-0.20943951023932,-0.20943951023932
0.1,0.126100165775734,0.113898806923468,0.034466762068384,-0.0353464080113892,-0.20943951023932,-0.20943951023932
0.11,0.126844247553364,0.11315369784504,0.0343201544112165,-0.0354930156685567,-0.20943951023932,-0.20943951023932
0.12,0.127612480683559,0.112383821033569,0.034152602803025,-0.0356605672767481,-0.20943951023932,-0.20943951023932
0.13,0.128404762436237,0.111589073758977,0.0339641072438097,-0.0358490628359635,-0.20943951023932,-0.20943951023932
0.14,0.129220975405593,0.110769338615457,0.0337546677335703,-0.0360585023462028,-0.20943951023932,-0.20943951023932
0.15,0.130060987510097,0.109924483521478,0.0335242842723071,-0.0362888858074661,-0.20943951023932,-0.20943951023932
0.16,0.130924651992491,0.109054361719784,0.0332729568600199,-0.0365402132197533,-0.20943951023932,-0.20943951023932
0.17,0.131811807419794,0.108158811777391,0.0330006854967088,-0.0368124845830644,-0.20943951023932,-0.20943951023932
0.18,0.132722277683296,0.107237657585593,0.0327074701823737,-0.0371056998973994,-0.20943951023932,-0.20943951023932
0.19,0.133655871998563,0.106290708359955,0.0323933109170148,-0.0374198591627584,-0.20943951023932,-0.20943951023932
0.2,0.134612384905438,0.105317758640317,0.0320582077006318,-0.0377549623791413,-0.20943951023932,-0.20943951023932
0.21,0.135591596268033,0.104318588290794,0.031702160533225,-0.0381110095465482,-0.20943951023932,-0.20943951023932
0.22,0.136593271274739,0.103292962499776,0.0313251694147942,-0.0384880006649789,-0.20943951023932,-0.20943951023932
0.23,0.137617160438218,0.102240631779926,0.0309272343453395,-0.0388859357344337,-0.20943951023932,-0.20943951023932
0.24,0.138662999595409,0.101161331968181,0.0305083553248609,-0.0393048147549123,-0.20943951023932,-0.20943951023932
0.25,0.139730509907523,0.100054784225753,0.0300685323533583,-0.0397446377264149,-0.20943951023932,-0.20943951023932
0.26,0.140819397860046,0.0989206950381295,0.0296077654308318,-0.0402054046489414,-0.20943951023932,-0.20943951023932
0.27,0.141929355262741,0.0977587562150704,0.0291260545572814,-0.0406871155224918,-0.20943951023932,-0.0593760471824953
0.28,0.14306005924964,0.0965686448906108,0.028623399732707,-0.0411897703470662,-0.20943951023932,0.20943951023932
0.29,0.144211172279055,0.0953500235230602,0.0280998009571087,-0.0416983627763588,-0.20943951023932,0.20943951023932
0.3,0.145382342133568,0.0941025398950021,0.0275552582304865,-0.0421860112546275,-0.20943951023932,0.20943951023932
0.31,0.146573201920037,0.0928258376284557,0.0269897715528403,-0.0426527157818722,-0.20943951023932,0.20943951023932
0.32,0.147783370069595,0.0915195750211658,0.0264033409241702,-0.043098476358093,-0.20943951023932,0.20943951023932
0.33,0.149012450337648,0.0901834250466031,0.0257959663444762,-0.0435232929832899,-0.20943951023932,0.20943951023932
